42714	40280	3
42714	40040	13
40209	40897	12
40209	40107	3
40209	40040	13
40209	44521	16
40209	44926	16
40209	40003	16
40209	40020	16
40209	40782	16
40209	40008	16
40209	41192	16
40209	41598	16
40209	44068	16
40209	40015	16
40209	40002	16
40209	40192	16
40209	44906	16
40209	40128	16
40209	40102	16
40209	40494	16
40209	41704	1
40209	42449	1
40209	40872	1
40209	40492	1
40209	42879	1
40209	42318	1
40209	43281	1
40209	43677	1
40209	40090	1
40209	42536	1
40209	40236	1
40209	41846	1
40209	40189	1
40209	40091	1
40209	42851	1
40209	43357	1
40209	41698	1
40209	41939	1
40209	42628	1
40209	41997	1
40209	44023	0
40209	40576	0
40209	40163	8
40209	40688	8
40209	40367	8
40209	40152	8
40209	41849	8
40209	41330	8
40209	42018	8
42482	40107	3
42482	40040	13
42482	40084	16
42482	40008	16
42482	40020	16
42482	40279	16
42482	40007	16
42482	40010	16
42482	40021	16
42482	40019	16
42482	40028	16
42482	40194	16
42482	40003	16
42482	40118	16
42482	40015	16
42482	42107	16
42482	42829	16
42482	40049	16
42482	40044	16
42482	40043	16
42482	40037	16
42482	42085	1
42482	42469	1
42482	43999	1
42482	40384	1
42482	41318	1
42482	42708	17
42482	42208	0
42482	40576	0
42482	41466	0
42482	43106	0
42482	40116	0
42482	40207	0
42482	40975	0
42482	40268	0
41371	40107	3
41371	40040	13
41371	42459	16
41371	42690	16
41371	40120	16
41371	40002	16
41371	42988	16
41371	41172	1
41371	40094	1
41371	41394	1
41371	41608	1
41371	41699	0
41371	40023	8
41371	40191	8
41371	40821	8
43230	40170	12
43230	40107	3
43230	40040	13
43230	40020	16
43230	41214	16
43230	44908	16
43230	42107	16
43230	40130	16
43230	40083	16
43230	41554	16
43230	41217	16
43230	40043	16
43230	41251	16
43230	43999	1
43230	40061	1
43230	41689	1
43230	40056	1
43230	44611	10
43230	40116	0
43230	40975	0
43230	44499	0
43230	41490	8
43230	40278	8
43230	44995	8
43230	42934	8
43230	40152	8
43230	41258	8
43092	40170	12
43092	40107	3
43092	40040	13
43092	40082	16
43092	41214	16
43092	40020	16
43092	42107	16
43092	40083	16
43092	41554	16
43092	41217	16
43092	40130	16
43092	40043	16
43092	41251	16
43092	43999	1
43092	41689	1
43092	40261	1
43092	42076	1
43092	40061	1
43092	40056	1
43092	41206	17
43092	42708	17
43092	40116	0
43092	40975	0
43092	40113	8
43092	40081	8
43092	44995	8
43092	41944	8
43092	42934	8
43092	40134	8
43092	41258	8
43092	42405	8
40859	40107	3
40859	40004	13
40859	44634	16
40859	40003	16
40859	40058	16
40859	40135	16
40859	40072	16
40859	40002	16
40859	44720	0
40859	41957	8
40859	41289	8
41490	40054	12
41490	40107	3
41490	40040	13
41490	41666	16
41490	44419	16
41490	43441	16
41490	40441	16
41490	43641	16
41490	40226	16
41490	42340	1
41490	43891	1
41490	42984	1
41490	40454	1
41490	41846	1
41490	42493	1
41490	43009	1
41490	43830	1
41490	43578	1
41490	43386	1
41490	42747	1
41490	40061	1
41490	42185	1
41490	40094	1
41490	42156	1
41490	40056	1
41490	40587	0
41490	44023	0
41490	40163	8
41490	40170	8
41490	44419	8
40071	40436	12
40071	40107	3
40071	40004	13
40071	40803	7
40071	40302	7
40071	40056	7
40071	41713	7
40071	41298	7
40071	41801	7
40071	40530	7
40071	40061	7
40071	44558	7
40071	43690	16
40071	40150	16
40071	40196	16
40071	41088	1
40071	40316	1
40071	40664	1
40071	40236	1
40071	44683	1
40071	41321	1
40071	41366	1
40071	41953	1
40071	42605	1
40071	41713	1
40071	41576	1
40071	41544	1
40071	43653	1
40071	42366	1
40071	41654	1
40071	43329	1
40071	41395	1
40071	44998	1
40071	43280	1
40071	42731	1
40071	43808	1
40071	42919	1
40071	42686	1
40071	41293	1
40071	42522	1
40071	40826	1
40071	41588	1
40071	42100	1
40071	42337	1
40071	40747	1
40071	42600	1
40071	40294	1
40071	44749	1
40071	42346	1
40071	41377	1
40071	41796	1
40071	42147	1
40071	40947	1
40071	43111	1
40071	42680	1
40071	42869	1
40071	42492	1
40071	42912	1
40071	42494	1
40071	42909	1
40071	42444	1
40071	42483	1
40071	42471	1
40071	40811	1
40071	41208	1
40071	43473	1
40071	40061	1
40071	40056	1
40071	42461	1
40071	40753	1
40071	42858	1
40071	40739	1
40071	41878	1
40071	42894	1
40071	42452	1
40071	44327	1
40071	40988	1
40071	42952	1
40071	41139	1
40071	42602	1
40071	44986	1
40071	40514	1
40071	40614	1
40071	40493	1
40071	43868	1
40071	43551	0
40071	44457	0
40071	40803	8
40071	41275	8
40071	40119	8
40071	40821	8
40071	43390	8
40071	40530	8
40071	41454	8
40071	41061	8
40247	40107	3
40247	40040	13
40247	40278	7
40247	40081	7
40247	40222	7
40247	40502	7
40247	40206	7
40247	40637	7
40247	41571	7
40247	40090	7
40247	40492	7
40247	43027	16
40247	40020	16
40247	41192	16
40247	44045	16
40247	40030	16
40247	40782	16
40247	43012	16
40247	42310	16
40247	40083	16
40247	40103	16
40247	41598	16
40247	42039	16
40247	44863	16
40247	40002	16
40247	40102	16
40247	41415	1
40247	43790	1
40247	42153	1
40247	44333	1
40247	41164	1
40247	43971	1
40247	40835	1
40247	43789	1
40247	43832	1
40247	42928	1
40247	41401	1
40247	44479	1
40247	43616	1
40247	41729	1
40247	43683	1
40247	43669	1
40247	44947	1
40247	44939	1
40247	40956	1
40247	41937	1
40247	44013	1
40247	44109	1
40247	43607	1
40247	44239	1
40247	41914	17
40247	44999	17
40247	42657	17
40247	44968	0
40247	41341	0
40247	44338	0
40247	40081	8
40247	40080	8
40247	40821	8
40247	40152	8
40247	40787	8
40247	41849	8
41145	40107	3
41145	40004	13
41145	44094	7
41145	40147	16
41145	40425	16
41145	40905	16
41145	42843	1
41145	41006	1
41145	44273	1
41145	43581	1
41145	41165	1
